0.50,0.25,0.20
0.50,0.25,0.25
0.50,0.25,0.25
0.50,0.25,0.25
0.50,0.25,0.25
0.50,0.25,0.20
0.50,0.20,0.20
0.50,0.20,0.20
0.50,0.20,0.20
0.50,0.25,0.25
0.50,0.25,0.25
0.50,0.25,0.25
0.55,0.25,0.25
0.55,0.25,0.25
0.50,0.25,0.25
0.50,0.20,0.25
0.50,0.25,0.25
0.55,0.25,0.25
0.55,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.65,0.30,0.30
0.65,0.30,0.30
0.65,0.30,0.30
0.65,0.30,0.30
0.65,0.30,0.30
0.60,0.30,0.25
0.55,0.25,0.25
0.55,0.25,0.25
0.70,0.35,0.30
1.05,0.50,0.45
0.80,0.35,0.35
0.75,0.35,0.35
0.70,0.35,0.30
0.70,0.30,0.30
0.75,0.35,0.35
0.70,0.35,0.30
0.65,0.30,0.30
0.70,0.35,0.30
0.75,0.35,0.35
0.70,0.35,0.30
0.85,0.40,0.35
0.90,0.45,0.40
0.90,0.45,0.40
1.00,0.45,0.40
1.05,0.50,0.45
1.05,0.50,0.45
1.15,0.50,0.45
0.80,0.30,0.30
1.10,0.50,0.45
1.05,0.50,0.45
1.15,0.50,0.45
1.10,0.50,0.45
1.05,0.50,0.45
0.75,0.35,0.35
0.50,0.25,0.25
0.55,0.25,0.25
0.55,0.25,0.25
0.65,0.30,0.30
0.70,0.35,0.30
0.60,0.30,0.25
0.55,0.25,0.25
0.70,0.35,0.30
0.75,0.40,0.35
0.60,0.30,0.30
0.65,0.30,0.30
0.60,0.25,0.25
0.60,0.30,0.30
0.70,0.35,0.30
0.70,0.35,0.35
0.70,0.35,0.30
0.70,0.35,0.35
0.70,0.30,0.30
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.25,0.25
0.60,0.30,0.30
0.60,0.25,0.25
0.60,0.30,0.25
0.65,0.30,0.30
0.75,0.35,0.35
0.80,0.35,0.35
0.90,0.45,0.40
1.05,0.50,0.45
1.10,0.50,0.45
1.10,0.50,0.45
1.10,0.50,0.45
1.10,0.50,0.45
1.10,0.50,0.45
1.05,0.45,0.40
1.10,0.50,0.45
1.05,0.50,0.45
0.85,0.45,0.40
