0.15,0.30,0.45
0.15,0.30,0.45
0.10,0.25,0.35
0.10,0.20,0.30
0.10,0.20,0.30
0.10,0.20,0.30
0.15,0.25,0.40
0.15,0.30,0.45
0.10,0.25,0.40
0.15,0.30,0.40
0.15,0.40,0.65
0.15,0.45,0.70
0.15,0.45,0.75
0.15,0.30,0.50
0.15,0.35,0.50
0.15,0.35,0.55
0.15,0.35,0.55
0.15,0.30,0.45
0.15,0.30,0.50
0.15,0.30,0.40
0.10,0.25,0.35
0.10,0.25,0.35
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.25,0.40
0.10,0.25,0.35
0.10,0.20,0.30
0.10,0.25,0.35
0.10,0.20,0.30
0.15,0.25,0.40
0.10,0.25,0.35
0.10,0.20,0.30
0.10,0.20,0.30
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.30,0.45
0.30,0.75,1.25
0.25,0.70,1.15
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.25,0.40
0.15,0.30,0.45
0.15,0.25,0.40
0.10,0.25,0.35
0.10,0.25,0.35
0.15,0.30,0.50
0.15,0.45,0.75
0.15,0.45,0.75
0.15,0.35,0.60
0.15,0.45,0.70
0.20,0.50,0.85
0.20,0.50,0.85
0.20,0.50,0.85
0.15,0.50,0.80
0.15,0.30,0.40
0.15,0.30,0.45
0.15,0.25,0.40
0.15,0.30,0.45
0.15,0.30,0.50
0.15,0.35,0.55
0.15,0.35,0.55
0.15,0.35,0.55
0.15,0.30,0.50
0.15,0.30,0.45
0.10,0.25,0.35
0.15,0.25,0.35
0.10,0.25,0.35
0.10,0.20,0.30
0.10,0.20,0.30
0.10,0.20,0.30
0.10,0.25,0.40
0.15,0.35,0.50
0.15,0.35,0.60
0.15,0.30,0.45
0.10,0.20,0.30
0.15,0.30,0.40
0.15,0.30,0.45
0.15,0.30,0.45
0.15,0.30,0.50
0.15,0.35,0.55
0.15,0.35,0.55
0.15,0.35,0.55
0.15,0.35,0.50
0.15,0.30,0.45
0.15,0.25,0.35
0.15,0.35,0.55
0.10,0.25,0.35
0.10,0.20,0.30
0.10,0.20,0.30
0.10,0.20,0.30
0.10,0.25,0.35
0.10,0.20,0.30
0.10,0.20,0.30
0.10,0.20,0.30
0.10,0.20,0.30
